class_name,class_label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
யூ,156,-0.70453936,0.29128242,1.0848793,-0.7409845,0.33459884,0.7792765,-0.78398395,0.38357133,0.79889584,-1.0339189,0.32660002,0.7905832,-1.2861879,0.39151773,0.6816793,-0.5687178,0.37578738,0.44107676,-0.43585476,0.16469575,0.6015508,-0.3167704,-0.1028704,0.58660424,-0.20263653,-0.24153344,0.52569383,-0.5622607,0.25209686,0.27301607,-0.486655,-0.1958477,0.6293684,-0.4013437,-0.48488262,0.5126334,-0.31766117,-0.5770627,0.35168326,-0.57823396,0.15315817,0.15155059,-0.5755055,-0.42305934,0.53111833,-0.5649488,-0.8060211,0.16823912,-0.53638995,-0.94888365,-0.14299068,-0.61378163,0.10132176,0.05741448,-0.6207429,-0.31948423,0.19786099,-0.6271688,-0.5938604,-0.022716472,-0.61948025,-0.72896916,-0.21309245
மை,147,-0.5770905,-0.40104753,0.92135596,-0.47213322,-0.44341576,-1.0529323,-0.3131632,-0.71422774,-0.3670058,-0.093313724,-0.8718938,-0.049344473,0.18259795,-0.9236741,0.13577157,-0.45049956,-0.8252975,0.28568065,-0.37691626,-1.11177,0.3849072,-0.3008877,-1.2668755,0.43774188,-0.2332678,-1.3006469,0.45631325,-0.5309969,-0.9076255,0.49730563,-0.5718221,-1.2691754,0.3502165,-0.5450017,-1.3949425,0.117418945,-0.5218383,-1.3971912,-0.006037182,-0.5918731,-0.9693162,0.6324704,-0.7106616,-1.2511894,0.114710785,-0.67471594,-0.7659075,-0.1697449,-0.61219513,-0.3906535,-0.14825991,-0.6391792,-0.9891925,0.7082908,-0.7043065,-1.2957644,0.30373114,-0.75836205,-1.3968412,0.0051321243,-0.78537256,-1.4259338,-0.12745576
வி,189,-0.79327106,-0.24645917,0.18638988,-0.75496477,-0.14415227,-0.8755718,-0.60468054,-0.03315016,-0.7760773,-0.4280327,-0.094274916,-0.6758301,-0.16739357,-0.2295929,-0.5247559,-0.6429717,-0.31567594,-0.6314088,-0.66907054,-0.4380757,-0.9822074,-0.6882412,0.071519986,-0.98240435,-0.69921744,0.5042192,-0.8352332,-0.6673231,-0.46989387,-0.60658514,-0.6922612,-0.98905814,-0.61822754,-0.6823211,-1.1395442,-0.7002446,-0.6633613,-1.1734061,-0.7480029,-0.694721,-0.57069594,-0.66742486,-0.74853355,-1.1615018,-0.5974193,-0.76356524,-1.4669627,-0.76136315,-0.7447066,-1.5408978,-0.8627291,-0.7258723,-0.59694064,-0.7275484,-0.81886023,-0.96367574,-0.69391394,-0.8820911,-1.1876733,-0.81957257,-0.90961856,-1.2999781,-0.88663423
ஙா,44,1.3242373,-1.0659816,-0.7496652,1.2086638,-0.8871408,0.18727581,0.9062447,-1.1163676,0.7169607,0.60558987,-1.2025803,0.9535029,0.30908224,-1.0648623,1.0065848,1.1092966,-0.8403126,0.5714651,1.1558675,-0.9762124,0.8060599,1.1431009,-1.1447222,0.65881395,1.1240053,-1.1807166,0.4386677,1.2186695,-1.0310664,0.8146184,1.2231144,0.16338809,0.95678777,1.133478,0.24443187,0.96855754,1.0834004,0.24350412,0.8377726,1.2818213,-0.9794171,1.0661803,1.2440434,0.038716167,1.2212337,1.1936964,0.058124572,1.2937433,1.1712463,0.018118436,1.1561521,1.3042976,-0.95741576,1.2416676,1.2612664,-0.20976254,1.045011,1.2119771,-0.00014480608,0.96931183,1.1863776,0.09721029,0.9047342
ழை,207,1.721867,1.3289205,-2.5772495,1.603085,1.0212376,-0.15817228,1.5383666,0.43087786,0.28686893,1.4353054,-0.0920257,0.5023918,1.2681496,-0.50627285,0.68925124,1.8152504,0.34193528,0.60937333,1.6638929,0.9935746,0.48237467,1.6792691,1.3826169,0.48424372,1.731082,1.438186,0.50786394,1.8064185,0.5287127,0.7200399,1.6278956,1.0527467,0.6024078,1.570686,1.2824751,0.69989955,1.5733589,1.3031175,0.7610934,1.7794423,0.72445256,0.7523247,1.618727,1.207693,0.6265787,1.5620321,1.3333482,0.79906374,1.569743,1.2390478,0.87345564,1.7443901,0.88603103,0.7248826,1.6165074,1.2800944,0.7522963,1.5305132,1.4312447,0.85994804,1.4977129,1.3928057,0.9254237
றே,230,-0.71706676,0.030052371,1.007688,-0.6606384,0.081373475,-0.785577,-0.55046093,-0.18608804,-0.3007266,-0.36985123,-0.41896728,-0.094111666,-0.10277196,-0.5967656,0.020842398,-0.57561815,-0.27465028,-0.16257352,-0.49460596,-0.5949823,-0.20897742,-0.4135433,-0.82740104,-0.19978434,-0.31888914,-0.92288274,-0.20535426,-0.6438349,-0.3408422,-0.13163869,-0.6700038,-0.7311991,-0.37457666,-0.62833524,-0.93678856,-0.54796124,-0.5761909,-0.98328954,-0.577537,-0.6983666,-0.36257675,-0.11898884,-0.6960679,-0.40631115,-0.8079806,-0.6578588,0.098138206,-0.83213776,-0.61315,0.44549263,-0.55809265,-0.73730356,-0.31481558,-0.10842467,-0.6813609,-0.08333694,-0.82447237,-0.59999716,0.3705774,-0.9156983,-0.5289562,0.6879026,-0.73897636
க்,13,-1.002384,-0.40710098,-1.10062,-1.0341603,-0.40530658,-0.53887165,-0.92332083,-0.4474961,-0.3107514,-0.5787816,-0.27218598,-0.16941139,-0.22419992,-0.037974052,0.04108071,-0.8918694,-0.85357255,0.702812,-0.7855979,-0.3562101,0.3943054,-0.9716837,0.26366735,0.33096167,-1.0700444,0.37822485,0.33219987,-0.8844275,-0.93645763,0.96682787,-0.7840571,-0.44166264,0.69358003,-0.89412254,0.16304147,0.80711234,-0.9505518,0.20741786,0.9152375,-0.90051806,-1.0580748,1.1159333,-0.8265538,-0.7029451,0.8882253,-0.8910851,-0.17245413,1.1636783,-0.94448644,-0.13497178,1.2895015,-0.9210643,-1.2078344,1.1792519,-0.82995224,-1.0003422,1.2613221,-0.82282513,-0.48078477,1.5719132,-0.8463375,-0.3049809,1.7359163
கூ,36,1.4424925,-1.0100327,0.40890908,1.2733147,-0.8523015,0.7153637,0.9945338,-0.8709562,1.0569494,0.67008305,-0.9721485,1.2833823,0.34564015,-0.98062897,1.3734466,1.0891988,-0.7639396,-0.016613785,0.93306947,-0.98156315,0.3620344,0.7998867,-1.0438714,0.63034964,0.6793167,-1.0219936,0.7128236,1.1811851,-0.86991996,-0.11396452,1.1968751,-1.1704241,0.17452349,1.1681279,-1.2638528,0.1815411,1.1385632,-1.2407191,0.08679013,1.2341584,-0.9449118,-0.1412,1.3006313,-1.0449754,-0.16962631,1.3057556,-1.1802367,-0.64094037,1.303747,-1.1526122,-0.9353749,1.2537665,-0.95061386,-0.06332734,1.2573986,-0.5984804,-0.40767285,1.2499942,-0.23726383,-0.8114876,1.2439435,0.029387154,-1.073855
ப,127,-0.64393264,1.4281348,-0.47184002,-0.6156483,1.3952249,0.12851211,-0.61516875,1.2065531,0.06614042,-0.66052496,0.8784928,-0.060969267,-0.8660669,0.6738501,-0.14900619,-0.51628834,0.82389474,0.286279,-0.49273193,0.1743937,0.29394215,-0.46500307,-0.24286509,0.34170604,-0.4489898,-0.4714753,0.35985503,-0.5988602,0.8621159,0.19672325,-0.61943007,0.5919804,-0.4580505,-0.56265116,1.0750146,-0.44895592,-0.507376,1.3068714,-0.16677532,-0.65081424,0.83043414,0.121455394,-0.66315705,0.51951486,-0.37368,-0.5859455,0.96113896,-0.115687296,-0.5273428,1.2184321,0.26574805,-0.6912504,0.76996857,0.03472136,-0.7479788,0.12806454,-0.067074694,-0.7802986,-0.24288288,-0.010207366,-0.7927182,-0.50721586,0.10348936
ண்,18,1.9972113,0.37993568,-1.1743011,1.8262498,0.74004453,0.8401653,1.4231405,2.0276628,0.03606854,1.1756538,3.3129969,-0.24441905,1.403367,3.6756816,-0.4403632,1.3944716,1.9723088,-1.9646538,1.2044665,3.6933062,-1.6378736,1.4083388,3.190869,-1.1180454,1.5043384,2.569933,-0.79338294,1.5622302,2.0866349,-2.3054752,1.396323,3.64081,-1.7961918,1.4880264,2.7747777,-1.0523685,1.5182343,2.1309824,-0.6819513,1.6686386,2.1595514,-2.4555726,1.5077107,3.590675,-1.9091862,1.5943861,2.7573166,-1.1367238,1.6319975,2.0387936,-0.710599,1.7381468,2.1871367,-2.3901324,1.5816947,3.3322494,-1.9948031,1.6001498,2.8066895,-1.5395851,1.6189197,2.2133954,-1.2568947
ரீ,166,-0.3076925,0.38830045,0.071878836,-0.15223576,0.30547622,0.2537167,0.03304071,0.07722646,0.47021076,0.26947466,-0.09655981,0.41515088,0.5195404,-0.15177117,0.40488192,-0.18222763,-0.032288566,0.8916562,-0.26383877,-0.43621075,0.57845604,-0.22774105,-0.22559711,0.44547713,-0.19104995,0.09108021,0.46320584,-0.28606465,-0.027988587,0.78611535,-0.3799541,-0.6490498,0.7076361,-0.4114542,-0.87149864,0.49125192,-0.44795507,-0.8933349,0.31105128,-0.3525289,0.0078541245,0.5764401,-0.47157437,-0.4850692,0.3452451,-0.40689304,-0.19323814,0.19818348,-0.32193863,0.12653117,0.19178794,-0.40917498,0.05010786,0.33331364,-0.46746314,-0.3625854,0.17654648,-0.40216476,-0.13783842,0.15009554,-0.31610912,0.18297097,0.18470918
ணே,98,2.0386462,0.7886342,0.944279,2.082844,0.79949117,0.8767223,2.130796,0.6846864,0.9767333,2.0532675,0.3783916,1.0272784,1.806805,0.118316576,0.9745227,2.0346012,0.80479205,0.32949808,2.0780437,0.3209403,0.42617387,2.0499525,-0.055890914,0.40527052,1.99496,-0.25552183,0.3517778,1.9502338,0.7376327,0.14157234,2.0071282,0.040744588,0.38918874,1.9897292,-0.36949876,0.2629126,1.9380397,-0.52127445,0.10448891,1.9016929,0.66944516,-0.0108895125,1.9843217,-0.046371322,0.1942883,2.0334015,-0.52901345,-0.11202154,2.0295413,-0.74720037,-0.36830768,1.8818855,0.6266133,-0.10161826,1.9569434,0.1264913,-0.14103185,2.0052552,-0.204956,-0.35152072,2.015499,-0.38624936,-0.5059366
வொ,196,-0.24044281,0.13619368,0.4134291,-0.0647996,-0.0853181,0.1624681,0.12134224,-0.43918177,0.34258553,0.2739683,-0.7124311,0.30373693,0.46684578,-0.8426875,0.28879064,-0.22816928,-0.48508394,0.9894429,-0.38901436,-0.8275914,0.6373978,-0.31360725,-0.6121626,0.45270914,-0.2137185,-0.22580136,0.47507837,-0.31986207,-0.44028676,0.9747379,-0.45283023,-0.98040396,1.1200881,-0.5213706,-1.1794801,1.0583298,-0.5739212,-1.197755,0.9620708,-0.36510634,-0.39675263,0.79938686,-0.4977486,-0.9821709,1.0475394,-0.6012156,-1.3081621,0.8487287,-0.67695534,-1.3882548,0.6175832,-0.4043598,-0.3069365,0.5332824,-0.51586765,-0.6684412,0.71768075,-0.60422915,-0.85492134,0.61318,-0.6675122,-0.9205151,0.5048656
லே,182,1.3637879,1.0440507,0.9359962,1.3341054,0.7900221,-0.61274654,1.2978284,0.4911878,-0.68995166,1.1187277,0.16688131,-0.6604654,0.8454935,-0.091934234,-0.71046996,1.4901998,0.92668754,-0.6935743,1.5413507,0.30656198,-0.61869305,1.5773537,-0.13593757,-0.6006842,1.6161563,-0.36082187,-0.61030847,1.5499336,0.9945518,-0.6969877,1.7502121,0.18176416,-0.48205325,1.8717157,-0.2907296,-0.5702565,1.9450314,-0.4803691,-0.6605907,1.5717026,1.048337,-0.6980754,1.7659527,0.23001213,-0.5450254,1.9115666,-0.34032094,-0.85499287,2.0004265,-0.6275955,-1.0446659,1.587345,1.0954506,-0.65066165,1.7554207,0.53835756,-0.6424753,1.8846103,0.16664709,-0.8333905,1.9671594,-0.05811314,-0.9666243
பொ,136,-0.6805956,-0.027967531,0.025337964,-0.68728334,0.100920044,1.0147492,-0.63483274,0.26598507,0.83803195,-0.5261891,0.34155086,0.69801956,-0.4911575,0.20249385,0.5916908,-0.48789617,0.039346278,0.6657249,-0.25860965,0.049703546,0.8058123,-0.040633094,-0.0005874737,0.9060758,0.14139682,0.0116256,0.9341684,-0.46947366,-0.024245316,0.48994854,-0.26087135,0.017401988,0.27034348,-0.26946053,0.40450627,0.27097058,-0.32969108,0.64804196,0.3777427,-0.47458708,-0.14958444,0.34614557,-0.30477774,-0.09048446,0.15967245,-0.27815685,0.28160602,0.12422664,-0.2978357,0.5068972,0.1727422,-0.49292547,-0.2801769,0.24612841,-0.44571024,-0.60303074,0.1427377,-0.40155622,-0.7700262,-0.07787326,-0.36638406,-0.86068964,-0.22512487
ஐ,8,-0.6413108,-1.332907,-0.34796435,-0.4516698,-0.90015686,0.05829077,-0.2474082,0.025102548,-0.35178757,-0.20641042,0.8129509,-0.50729644,-0.37569532,1.1309057,-0.60743,-0.3818427,0.048433222,-1.2480129,-0.39535934,1.4834429,-1.0323632,-0.46691155,1.432167,-0.9335381,-0.552483,1.1357609,-0.91349065,-0.52728033,0.063159205,-1.3521216,-0.517395,1.4424381,-0.739745,-0.52026457,1.108462,-0.30162716,-0.5285134,0.7949384,-0.24501686,-0.6075159,0.038696904,-1.3713776,-0.5824528,1.2872559,-0.56213,-0.5864047,0.9081231,0.00942251,-0.58508855,0.5670924,0.11363295,-0.6475432,-0.04508256,-1.4193797,-0.59212685,1.0257798,-0.82655305,-0.58074385,0.852211,-0.4749222,-0.5887239,0.6046773,-0.38255426
லெ,181,-0.6657023,-1.0594743,-1.470823,-0.65770197,-1.3988694,0.13231021,-0.68219775,-1.6316149,0.459682,-0.6232797,-1.7468348,0.58739436,-0.47326264,-1.744792,0.77560246,-0.7873442,-1.3972956,0.78171533,-0.92828894,-1.1768001,0.6653613,-0.9449838,-0.4975649,0.8105946,-0.922843,-0.057276163,1.0304542,-0.79162383,-1.2949586,0.99346495,-0.869808,-1.0923233,0.6001231,-0.81759477,-0.4025806,0.6765842,-0.76541466,-0.032904334,0.8689371,-0.79739195,-1.3367165,1.1273198,-0.88242126,-1.3647671,0.8104971,-0.8234264,-0.83999205,0.8272477,-0.7612204,-0.47314298,0.921295,-0.8057712,-1.409546,1.2157812,-0.9143731,-1.6787606,1.1718593,-0.9898985,-1.7098268,1.0433967,-1.0454495,-1.6942332,0.96167547
ளை,219,1.1017734,-0.042555317,-2.073763,0.93977916,-0.17750952,0.5278928,0.7838534,-0.37353206,0.78310627,0.61827564,-0.42599687,0.88789,0.38970533,-0.48320293,0.97626734,1.0575359,-0.21404615,0.8787748,0.9236479,0.55756176,0.83314586,0.8500509,0.836807,0.7548376,0.83831066,0.8651378,0.7064277,1.1337637,-0.081941545,0.93307835,0.97717905,0.63791066,1.0704508,0.9205663,0.71776503,1.1287628,0.92791533,0.66264725,1.0607222,1.1825235,0.009785826,0.9541212,1.066399,0.5558255,1.052638,1.0244818,0.5751455,1.1351577,1.0280484,0.4881927,1.0531999,1.2146518,0.039664023,0.9117449,1.1396558,0.4346399,1.0163473,1.0889755,0.5484471,1.0836731,1.0746272,0.5773233,1.0699799
கூ,36,1.701621,0.74152285,1.4269389,1.687497,0.5397762,-0.9114723,1.648665,0.016463822,-0.51005995,1.5173372,-0.45790926,-0.19528094,1.2997013,-0.8230751,-0.07765883,1.8674603,0.044729564,-0.4520802,2.0749393,-0.63781655,-0.38746473,2.1954422,-1.0279987,-0.43664128,2.2765193,-1.2027787,-0.5019644,1.878856,0.16311754,-0.5028291,2.0507412,-0.69646955,-0.40117761,2.1570666,-1.0848002,-0.5911216,2.2171187,-1.2245587,-0.6831802,1.8750923,0.29901302,-0.5636476,2.0302,-0.60671216,-0.7842858,2.1261897,-1.1035646,-1.2408508,2.1694322,-1.3224488,-1.4331719,1.8870599,0.5019646,-0.5558382,1.9694737,0.059487518,-1.065136,1.9060903,0.26013666,-1.1595597,1.809419,0.53506315,-1.1232253
ழ்,27,-0.66638553,-0.9656007,0.09992668,-0.66514146,-1.0329826,-0.50057155,-0.62231725,-1.1585066,-0.3082177,-0.5166513,-1.178726,-0.14938848,-0.30816767,-1.1902734,0.00810063,-0.7186538,-1.0814339,0.120298386,-0.73030275,-0.7297842,-0.14221801,-0.7654631,-0.11174239,-0.26134947,-0.80787325,0.28099194,-0.20543484,-0.70637095,-1.1466595,0.20736532,-0.71268225,-1.4393969,0.20047681,-0.7079182,-1.4899,0.018808585,-0.68475723,-1.480922,-0.09779951,-0.71178764,-1.198531,0.2342763,-0.7446854,-1.6167034,0.23885663,-0.75529706,-1.8100328,-0.054874565,-0.73611957,-1.8514653,-0.22832018,-0.731241,-1.1570886,0.26053476,-0.7555815,-1.4358832,0.38577366,-0.75397223,-1.4129585,0.4381079,-0.7436975,-1.3116622,0.43509996
ட்,17,-0.8503307,-1.9809897,-0.45960444,-1.037454,-1.611322,-0.28120205,-1.28681,-0.63744074,-0.58316356,-1.4656092,0.17443432,-0.5549045,-1.5275615,0.6703473,-0.53351575,-0.92516947,-0.24598148,-1.788188,-1.0668359,0.62425214,-1.5557379,-1.1576753,0.6957856,-1.2446766,-1.162907,0.7227138,-1.0278164,-0.85112226,-0.40587863,-1.5787563,-1.0340478,0.35046962,-1.4783647,-1.088621,0.0986469,-1.0367832,-1.0721335,0.03997174,-0.72379845,-0.82664454,-0.6375069,-1.2377368,-0.9491023,0.03939187,-1.2064646,-0.9871341,-0.2227294,-0.6504032,-0.98031783,-0.31288296,-0.26684022,-0.81123775,-0.88881046,-0.7918645,-0.8427561,-0.25852606,-0.8097633,-0.83833206,-0.334972,-0.51966757,-0.82283044,-0.35648,-0.30933607
